standard_symbol,stock_name
SEHK:93931,"HANGZHOU GREENDA ELECTRONIC MATERIALS CO., LTD. (A #603931)"
SEHK:72665,"SHOUHANG HIGH-TECH ENERGY CO., LTD (A #002665)"
SEHK:77953,"NINGBO ZHENYU TECHNOLOGY CO., LTD. (A #300953)"
SEHK:77570,"T&S COMMUNICATIONS CO.,LTD (A #300570)"
SEHK:00097,HENDERSON INVESTMENT LTD
SEHK:77146,"BY-HEALTH CO.,LTD (A #300146)"
SEHK:91330,"DYNAGREEN ENVIRONMENTAL PROTECTION GROUP CO.,LTD (A #601330)"
SEHK:01751,KINGLAND GROUP HOLDINGS LIMITED
SEHK:71332,"WUXI CHEMICAL EQUIPMENT CO., LTD. (A #001332)"
SEHK:72801,"HANGZHOU WEIGUANG ELECTRONIC CO.,LTD. (A #002801)"
SEHK:77796,"BSM CHEMICAL CO., LTD. (A #300796)"
SEHK:77252,"KINGSIGNAL TECHNOLOGY CO.,LTD. (A #300252)"
SEHK:00496,KASEN INTERNATIONAL HOLDINGS LIMITED
SEHK:06682,"BEIJING FOURTH PARADIGM TECHNOLOGY CO., LTD."
SEHK:03111,E FUND (HK) MSCI CHINA A50 CONNECT ETF -HKD TRADED UNITS
SEHK:30609,"UNIONMAN TECHNOLOGY CO., LTD. (A #688609)"
SEHK:78216,"WANKAI NEW MATERIALS CO., LTD (A #301216)"
SEHK:70957,"ZHONGTONG BUS CO., LTD (A #000957)"
SEHK:90475,"WUXI HUAGUANG ENVIRONMENT & ENERGY GROUP CO.,LTD. (A #600475)"
SEHK:90858,"INZONE GROUP CO.,LTD (A #600858)"
SEHK:93567,"HEILONGJIANG ZBD PHARMACEUTICAL CO., LTD. (A #603567)"
SEHK:78071,"HENAN LILIANG DIAMOND CO., LTD. (A #301071)"
SEHK:03600,MODERN DENTAL GROUP LIMITED
SEHK:00387,LEEPORT (HOLDINGS) LIMITED
SEHK:08476,OCEAN ONE HOLDING LTD.
SEHK:08083,YOUZAN TECHNOLOGY LIMITED
SEHK:02157,"LEPU BIOPHARMA CO., LTD."
SEHK:90759,GEO-JADE PETROLEUM CORPORATION (A #600759)
SEHK:01888,KINGBOARD LAMINATES HOLDINGS LIMITED
SEHK:01875,TOT BIOPHARM INTERNATIONAL COMPANY LIMITED
SEHK:72368,TAIJI COMPUTER CORPORATION LIMITED (A #002368)
SEHK:00151,WANT WANT CHINA HOLDINGS LIMITED
SEHK:09606,"DUALITY BIOTHERAPEUTICS, INC."
SEHK:90606,GREENLAND HOLDINGS CORPORATION LIMITED (A #600606)
SEHK:00215,HUTCHISON TELECOMMUNICATIONS HONG KONG HOLDINGS LIMITED
SEHK:03309,C-MER MEDICAL HOLDINGS LIMITED
SEHK:31026,CHINA SOUTHERN CSI BANKS ETF (A #512700)
SEHK:03997,TELECOM SERVICE ONE HOLDINGS LIMITED
SEHK:93185,"HONGYUAN GREEN ENERGY CO.,LTD. (A #603185)"
SEHK:02057,ZTO EXPRESS (CAYMAN) INC.
SEHK:77098,"GOSUNCN TECHNOLOGY GROUP CO., LTD. (A #300098)"
SEHK:72479,"ZHEJIANG FUCHUNJIANG ENVIRONMENTAL THERMOELECTRIC CO.,LTD. (A #002479)"
SEHK:93616,BEIJING HANJIAN HESHAN PIPELINE CO.LTD (A #603616)
SEHK:90088,"CHINA TELEVISION MEDIA,LTD. (A #600088)"
SEHK:70736,CCCG REAL ESTATE CORPORATION LIMITED (A #000736)
SEHK:30320,ZHEJIANG HECHUAN TECHNOLOGY CO. LTD. (A #688320)
SEHK:91963,"BANK OF CHONGQING CO., LTD. (A #601963)"
SEHK:72340,"GEM CO.,LTD (A #002340)"
SEHK:91012,"LONGI GREEN ENERGY TECHNOLOGY CO., LTD. (A #601012)"
SEHK:03666,SHANGHAI XNG HOLDINGS LIMITED
SEHK:03789,ROYAL DELUXE HOLDINGS LIMITED
SEHK:31092,FULLGOAL CSI GUOSEN VALUE INDEX ETF (A #512040)
SEHK:90602,INESA INTELLIGENT TECH INC. (A #600602)
SEHK:72101,"GUANGDONG HONGTU TECHNOLOGY(HOLDINGS)CO.,LTD. (A #002101)"
SEHK:77832,"SHENZHEN NEW INDUSTRIES BIOMEDICAL ENGINEERING CO., LTD. (A #300832)"
SEHK:78488,"LONGHORN AUTO CO., LTD. (A #301488)"
SEHK:04332,AMGEN INC.-T (AMGN)
SEHK:90536,CHINA NATIONAL SOFTWARE & SERVICE COMPANY LIMITED (A #600536)
SEHK:70993,"FUJIAN MINDONG ELECTRIC POWER CO.,LTD (A #000993)"
SEHK:78516,"SHENZHEN VAPEL POWER SUPPLY TECHNOLOGY CO., LTD. (A #301516)"
SEHK:72253,"WISESOFT CO.,LTD. (A #002253)"
SEHK:00653,BONJOUR HOLDINGS LIMITED
SEHK:08349,YUNHONG GUIXIN GROUP HOLDINGS LIMITED
SEHK:72074,"GOTION HIGH-TECH CO.,LTD. (A #002074)"
SEHK:93087,GAN & LEE PHARMACEUTICALS. (A #603087)
SEHK:72626,XIAMEN KINGDOMWAY GROUP COMPANY (A #002626)
SEHK:95366,"JIANGXI HUNGPAI NEW MATERIAL CO., LTD. (A #605366)"
SEHK:00599,E. BON HOLDINGS LIMITED
SEHK:93786,"KEBODA TECHNOLOGY CO., LTD. (A #603786)"
SEHK:08565,MIN FU INTERNATIONAL HOLDING LIMITED-OLD
SEHK:77468,"SHENZHEN FORMS SYNTRON INFORMAITON CO., LTD (A #300468)"
SEHK:72184,"SHANGHAI HI-TECH CONTROL SYSTEM CO.,LTD (A #002184)"
SEHK:30126,"NATIONAL SILICON INDUSTRY GROUP CO., LTD. (A #688126)"
SEHK:30768,ANHUI RONDS SCIENCE&TECHNOLOGY INCORPORATED COMPANY (A #688768)
SEHK:72561,"SHANGHAI XUJIAHUI COMMERCIAL CO.,LTD. (A #002561)"
SEHK:78297,"FERROTEC (AN HUI) TECHNOLOGY DEVELOPMENT CO., LTD. (A #301297)"
SEHK:72967,"GRG METROLOGY & TEST GROUP CO., LTD. (A #002967)"
SEHK:77439,"MEDICALSYSTEM BIOTECHNOLOGY CO., LTD (A #300439)"
SEHK:91068,CHINA ALUMINUM INTERNATIONAL ENGINEERING CORPORATION LIMITED (A #601068)
SEHK:71239,"XIANGTAN YONGDA MACHINERY MANUFACTURING CO., LTD. (A #001239)"
SEHK:93660,"SUZHOU KEDA TECHNOLOGY CO.,LTD (A #603660)"
SEHK:30365,"HANGZHOU RAYCLOUD TECHNOLOGY CO.,LTD (A #688365)"
SEHK:06698,STAR CM HOLDINGS LIMITED
SEHK:01598,CHINA 21ST CENTURY EDUCATION GROUP LIMITED
SEHK:31032,CHINAAMC CSI CENTRAL-SOES' STRUCTURAL REFORM ETF (A #512950)
SEHK:06989,EXCELLENCE COMMERCIAL PROPERTY & FACILITIES MANAGEMENT GROUP LIMITED
SEHK:00646,CHINA ENVIRONMENTAL TECHNOLOGY HOLDINGS LIMITED
SEHK:00205,SEEC MEDIA GROUP LIMITED
SEHK:31160,PENGHUA STAR 100 ETF (A #588220)
SEHK:01982,NAMESON HOLDINGS LIMITED
SEHK:30800,"SUZHOU RECODEAL INTERCONNECT SYSTEM CO.,LTD. (A #688800)"
SEHK:72043,"DEHUA TB NEW DECORATION MATERIAL CO.,LTD. (A #002043)"
SEHK:72181,"GUANGDONG GUANGZHOU DAILY MEDIA CO.,LTD. (A #002181)"
SEHK:77788,CITIC PRESS CORPORATION (A #300788)
SEHK:09916,XINGYE WULIAN SERVICE GROUP CO. LTD.
SEHK:06878,DIFFER GROUP AUTO LIMITED
SEHK:00331,FSE LIFESTYLE SERVICES LIMITED
SEHK:03441,CSOP FTSE EAST-WEST EQUITY SELECT ETF
SEHK:00726,DIT GROUP LIMITED
SEHK:00305,WULING MOTORS HOLDINGS LIMITED
SEHK:72206,"ZHEJIANG HAILIDE NEW MATERIAL CO.,LTD. (A #002206)"
SEHK:72021,"ZOJE RESOURCES INVESTMENT CO.,LTD. (A #002021)"
SEHK:90177,"YOUNGOR FASHION CO., LTD. (A #600177)"
SEHK:00174,GEMINI INVESTMENTS (HOLDINGS) LIMITED
SEHK:01061,ESSEX BIO-TECHNOLOGY LIMITED
SEHK:00107,SICHUAN EXPRESSWAY COMPANY LIMITED
SEHK:06657,"BAIWANG CO., LTD."
SEHK:00889,DATRONIX HOLDINGS LIMITED
SEHK:02866,"COSCO SHIPPING DEVELOPMENT CO., LTD."
SEHK:77295,"EVERYDAY NETWORK CO.,LTD. (A #300295)"
SEHK:01575,REGAL PARTNERS HOLDINGS LIMITED
SEHK:06610,FLOWING CLOUD TECHNOLOGY LTD
SEHK:90189,"JILIN QUANYANGQUAN CO.,LTD (A #600189)"
SEHK:91811,"XINHUA WINSHARE PUBLISHING AND MEDIA CO., LTD. (A #601811)"
SEHK:77857,"SHARETRONIC DATA TECHNOLOGY CO.,LTD. (A #300857)"
SEHK:91021,"SPRING AIRLINES CO., LTD. (A #601021)"
SEHK:77070,"BEIJING ORIGINWATER TECHNOLOGY CO.,LTD. (A #300070)"
SEHK:78603,"JIRFINE INTELLIGENT EQUIPMENT CO.,LTD. (A #301603)"
SEHK:77527,"CHINA HARZONE INDUSTRY CORP., LTD (A #300527)"
SEHK:90080,GINWA ENTERPRISE(GROUP) INC. (A #600080)
SEHK:09699,"HANGZHOU SF INTRA-CITY INDUSTRIAL CO., LTD."
SEHK:77833,"GUANGZHOU HAOYANG ELECTRONIC CO.,LTD. (A #300833)"
SEHK:93516,"BEIJING TRICOLOR TECHNOLOGY CO.,LTD. (A #603516)"
SEHK:77160,"JIANGSU XIUQIANG GLASSWORK CO., LTD. (A #300160)"
SEHK:72344,"HAINING CHINA LEATHER MARKET CO.,LTD (A #002344)"
SEHK:77351,"ZHEJIANG YONGGUI ELECTRIC EQUIPMENT CO.,LTD. (A #300351)"
SEHK:90754,"SHANGHAI JIN JIANG INTERNATIONAL HOTELS DEVELOPMENT CO.,LTD. (A #600754)"
SEHK:08092,ITE (HOLDINGS) LIMITED
SEHK:70901,"AEROSPACE HI-TECH HOLDING GROUP CO., LTD. (A #000901)"
SEHK:90382,"GUANGDONG MINGZHU GROUP CO.,LTD. (A #600382)"
SEHK:89988,ALIBABA GROUP HOLDING LIMITED -RMB TRADED SHARES
SEHK:00747,SHENYANG PUBLIC UTILITY HOLDINGS COMPANY LIMITED
SEHK:91108,"CAITONG SECURITIES CO.,LTD (A #601108)"
SEHK:00327,PAX GLOBAL TECHNOLOGY LIMITED
SEHK:90256,"GUANGHUI ENERGY CO.,LTD. (A #600256)"
SEHK:30359,"GUANGZHOU SANFU NEW MATERIALS TECHNOLOGY CO.,LTD (A #688359)"
SEHK:00108,GR LIFE STYLE COMPANY LIMITED
SEHK:77760,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD. (A #300760)"
SEHK:31388,HUSBANDRY ETF (A #159867)
SEHK:70876,"NEW HOPE LIUHE CO.,LTD. (A #000876)"
SEHK:06122,JILIN JIUTAI RURAL COMMERCIAL BANK CORPORATION LIMITED
SEHK:72727,"YIXINTANG PHARMACEUTICAL GROUP CO., LTD. (A #002727)"
SEHK:72882,"JINLONGYU GROUP CO.,LTD. (A #002882)"
SEHK:91126,"BEIJING SIFANG AUTOMATION CO.,LTD. (A #601126)"
SEHK:01478,Q TECHNOLOGY (GROUP) COMPANY LIMITED
SEHK:93985,"JIANGYIN HENGRUN HEAVY INDUSTRIES CO.,LTD (A #603985)"
SEHK:77422,"GUANGXI BOSSCO ENVIRONMENTAL PROTECTION TECHNOLOGY CO.,LTD. (A #300422)"
SEHK:30065,CATHAY BIOTECH INC. (A #688065)
SEHK:93153,"SHANGHAI RESEARCH INSTITUTE OF BUILDING SCIENCES GROUP CO., LTD. (A #603153)"
SEHK:08609,EGGRICULTURE FOODS LTD.
SEHK:00401,WANJIA GROUP HOLDINGS LIMITED
SEHK:00002,CLP HOLDINGS LIMITED
SEHK:30621,"BEIJING SUN-NOVO PHARMACEUTICAL RESEARCH CO.,LTD. (A #688621)"
SEHK:93533,"IREADER TECHNOLOGY CO.,LTD. (A #603533)"
SEHK:06886,"HUATAI SECURITIES CO., LTD."
SEHK:00455,TIANDA PHARMACEUTICALS LIMITED
SEHK:72291,"FOSHAN YOWANT TECHNOLOGY CO.,LTD (A #002291)"
SEHK:31150,E FUND CSI BANKS ETF (A #516310)
SEHK:72557,"CHACHA FOOD COMPANY,LIMITED (A #002557)"
SEHK:00798,CHINA ELECTRONICS OPTICS VALLEY UNION HOLDING COMPANY LIMITED
SEHK:08621,METROPOLIS CAPITAL HOLDINGS LIMITED
SEHK:95123,"WUXI PAIKE NEW MATERIALS TECHNOLOGY CO.,LTD. (A #605123)"
SEHK:93080,"XINJIANG TORCH GAS CO.,LTD. (A #603080)"
SEHK:04336,"APPLIED MATERIALS,INC.T (AMAT)"
SEHK:90560,"BEIJING ARITIME INTELLIGENT CONTROL CO., LTD. (A #600560)"
SEHK:00152,SHENZHEN INTERNATIONAL HOLDINGS LIMITED
SEHK:02883,CHINA OILFIELD SERVICES LIMITED
SEHK:93596,"BETHEL AUTOMOTIVE SAFETY SYSTEMS CO., LTD. (A #603596)"
SEHK:02935,RICHLY FIELD CHINA DEVELOPMENT LIMITED -OLD
SEHK:70719,"CENTRAL CHINA LAND MEDIA CO.,LTD (A #000719)"
SEHK:95266,"YUNNAN JIANZHIJIA HEALTH-CHAIN CO., LTD. (A #605266)"
SEHK:07568,CSOP NASDAQ-100 INDEX DAILY (-2X) INVERSE PRODUCT
SEHK:02834,ISHARES NASDAQ 100 ETF - HKD TRADED UNITS
SEHK:02571,"BEIJING SAIMO TECHNOLOGY CO., LTD."
SEHK:77274,"SUNGROW POWER SUPPLY CO.,LTD. (A #300274)"
SEHK:70822,"SHANDONG HAIHUA CO.,LTD (A #000822)"
SEHK:31078,HUATAI-PB CSI DIV LOW VOLATILITY ETF (A #512890)
SEHK:30332,"SHENZHEN BLUETRUM TECHNOLOGY CO., LTD. (A #688332)"
SEHK:01528,RED STAR MACALLINE GROUP CORPORATION LTD.
SEHK:93077,"SICHUAN HEBANG BIOTECHNOLOGY CO., LTD. (A#603077)"
SEHK:00187,BEIJING JINGCHENG MACHINERY ELECTRIC COMPANY LIMITED
SEHK:01655,OKURA HOLDINGS LIMITED
SEHK:01308,SITC INTERNATIONAL HOLDINGS COMPANY LIMITED
SEHK:31085,GF STAR 50 ETF (A #588060)
SEHK:02001,CHINA NEW HIGHER EDUCATION GROUP LIMITED
SEHK:01508,CHINA REINSURANCE (GROUP) CORPORATION
SEHK:00901,GOLDSTONE INVESTMENT GROUP LIMITED
SEHK:02807,GLOBAL X CHINA ROBOTICS AND AI ETF - HKD TRADED SHARES
SEHK:30082,"ACM RESEARCH(SHANGHAI),INC. (A #688082)"
SEHK:08128,CHYY DEVELOPMENT GROUP LIMITED
SEHK:08006,SINO SPLENDID HOLDINGS LIMITED
SEHK:06816,PROSPER CONSTRUCTION HOLDINGS LIMITED
SEHK:00921,"HISENSE HOME APPLIANCES GROUP CO., LTD."
SEHK:06820,FRIENDTIMES INC.
SEHK:90649,"SHANGHAI SMI HOLDING CO., LTD. (A #600649)"
SEHK:02848,XTRACKERS MSCI KOREA UCITS ETF
SEHK:91919,"COSCO SHIPPING HOLDINGS CO., LTD. (A #601919)"
SEHK:00036,FAR EAST HOLDINGS INTERNATIONAL LIMITED
SEHK:00299,GLORY SUN LAND GROUP LIMITED
SEHK:77087,"WINALL HI-TECH SEED CO.,LTD. (A #300087)"
SEHK:72024,"SUNING.COM CO.,LTD. (A #002024)"
SEHK:08419,AV PROMOTIONS HOLDINGS LIMITED
SEHK:72821,"ASYMCHEM LABORATORIES (TIANJIN) CO., LTD. (A #002821)"
SEHK:72991,"GANYUAN FOODS CO.,LTD. (A #002991)"
SEHK:01966,CHINA SCE GROUP HOLDINGS LIMITED
SEHK:01796,METASPACEX LIMITED
SEHK:00352,FORTUNE SUN (CHINA) HOLDINGS LIMITED
SEHK:06160,"BEIGENE, LTD."
SEHK:00602,JIAHUA STORES HOLDINGS LIMITED
SEHK:01410,EDVANCE INTERNATIONAL HOLDINGS LIMITED
SEHK:00254,NATIONAL UNITED RESOURCES HOLDINGS LIMITED
SEHK:90845,"SHANGHAI BAOSIGHT SOFTWARE CO., LTD. (A #600845)"
SEHK:08450,EDICO HOLDINGS LIMITED
SEHK:03677,"JIANGSU ZENERGY BATTERY TECHNOLOGIES GROUP CO., LTD."
SEHK:08529,UBOT HOLDING LIMITED
SEHK:72139,"SHENZHEN TOPBAND CO., LTD. (A #002139)"
SEHK:00535,GEMDALE PROPERTIES AND INVESTMENT CORPORATION LIMITED
SEHK:01049,CELESTIAL ASIA SECURITIES HOLDINGS LIMITED
SEHK:90075,"XINJIANG TIANYE CO.,LTD. (A #600075)"
SEHK:03153,CSOP NIKKEI 225 INDEX ETF
SEHK:93605,"PROYA COSMETICS CO.,LTD (A #603605)"
SEHK:70506,ZHONGRUN RESOURCES INVESTMENT CORPORATION (A #000506)
SEHK:70686,"NORTHEAST SECURITIES CO.,LTD. (A #000686)"
SEHK:72582,"HAOXIANGNI HEALTH FOOD CO.,LTD (A #002582)"
SEHK:01593,CHEN LIN EDUCATION GROUP HOLDINGS LIMITED
SEHK:08229,FUTURE DATA GROUP LIMITED
SEHK:72047,"SHENZHEN BAUING CONSTRUCTION HOLDING GROUP CO.,LTD. (A #002047)"
SEHK:77793,"COSONIC INTELLIGENT TECHNOLOGIES CO., LTD. (A #300793)"
SEHK:91665,"QILU BANK CO., LTD. (A #601665)"
SEHK:77454,SANGFOR TECHNOLOGIES INC. (A #300454)
SEHK:78526,CHONGQING POLYCOMP INTERNATIONAL CORPORATION (A #301526)
SEHK:70818,"HANGJIN TECHNOLOGY CO., LTD. (A #000818)"
SEHK:77951,"SHENZHEN BSC TECHNOLOGY CO.,LTD. (A #300951)"
SEHK:72605,"SHANGHAI YAOJI TECHNOLOGY CO., LTD. (A #002605)"
SEHK:90370,"JIANGSU SANFAME POLYESTER MATERIAL CO.,LTD. (A #600370)"
SEHK:70766,"TONGHUA GOLDEN-HORSE PHARMACEUTICAL INDUSTRY CO,LTD (A #000766)"
SEHK:01406,CLARITY MEDICAL GROUP HOLDING LIMITED
SEHK:90335,"SINOMACH AUTOMOBILE CO., LTD. (A #600335)"
SEHK:02983,SHUN WO GROUP HOLDINGS LIMITED-OLD
SEHK:02225,JINHAI MEDICAL TECHNOLOGY LIMITED
SEHK:30180,"SHANGHAI JUNSHI BIOSCIENCES CO., LTD. (A #688180)"
SEHK:03104,GLOBAL X EMERGING MARKETS ASIA ACTIVE ETF-HKD COUNTER
SEHK:31030,GUOTAI CSI ALL SHARE INVESTMENT BANKING & BROKERAGE INDEX ETF (A #512880)
SEHK:90585,ANHUI CONCH CEMENT COMPANY LIMITED (A #600585)
SEHK:08013,ECI TECHNOLOGY HOLDINGS LIMITED
SEHK:78292,"SHANDONG HI-TECH SPRING MATERIAL TECHNOLOGY CO., LTD. (A #301292)"
SEHK:08448,UNIVERSE PRINTSHOP HOLDINGS LIMITED
SEHK:77116,"BLIVEX ENERGY TECHNOLOGY CO., LTD (A #300116)"
SEHK:01947,"MEIHAO MEDICAL GROUP CO., LTD"
SEHK:02545,ZHONGGAN COMMUNICATION (GROUP) HOLDINGS LIMITED
SEHK:91156,"EASTERN AIR LOGISTICS CO., LTD. (A #601156)"
SEHK:77567,"WUHAN JINGCE ELECTRONIC GROUP CO.,LTD (A #300567)"
SEHK:90693,"FUJIAN DONGBAI GROUP CO.,LTD. (A #600693)"
SEHK:70066,"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD. (A #000066)"
SEHK:72588,"STANLEY AGRICULTURE GROUP CO.,LTD. (A #002588)"
SEHK:01858,"BEIJING CHUNLIZHENGDA MEDICAL INSTRUMENTS CO., LTD."
SEHK:08439,SOMERLEY CAPITAL HOLDINGS LIMITED
SEHK:00570,CHINA TRADITIONAL CHINESE MEDICINE HOLDINGS CO LIMITED
SEHK:72263,"ZHEJIANG GREAT SOUTHEAST CO.,LTD (A #002263)"
SEHK:90166,"BEIQI FOTON MOTOR CO.,LTD. (A #600166)"
SEHK:09159,PREMIA FTSE TWSE TAIWAN 50 ETF (LISTED ACCUMULATION UNITS)
SEHK:31087,PING AN CSI 300 INDEX ETF (A #510390)
SEHK:90956,CHINA SUNTIEN GREEN ENERGY CORPORATION LIMITED (A #600956)
SEHK:30486,LONTIUM SEMICONDUCTOR CORPORATION (A #688486)
SEHK:02317,VEDAN INTERNATIONAL (HOLDINGS) LIMITED
SEHK:72559,"JIANGSU YAWEI MACHINE TOOL CO.,LTD (A #002559)"
SEHK:30253,"INNOVITA BIOLOGICAL TECHNOLOGY CO., LTD. (A #688253)"
SEHK:72465,GUANGZHOU HAIGE COMMUNICATIONS GROUP INCORPORATED COMPANY (A #002465)
SEHK:01825,STERLING GROUP HOLDINGS LIMITED
SEHK:93618,"HANGZHOU CABLE CO., LTD. (A #603618)"
SEHK:08245,SHANYU GROUP HOLDINGS COMPANY LIMITED
SEHK:91997,BANK OF GUIYANG CO.LTD. (A #601997)
SEHK:95011,"HANGZHOU COGENERATION GROUP CO., LTD. (A #605011)"
SEHK:00330,ESPRIT HOLDINGS LIMITED
SEHK:91515,"GUANGDONG DFP NEW MATERIAL GROUP CO., LTD. (A #601515)"
SEHK:93871,"JIA YOU INTERNATIONAL LOGISTICS CO., LTD (A #603871)"
SEHK:30112,"SIGLENT TECHNOLOGIES CO., LTD. (A #688112)"
SEHK:00291,CHINA RESOURCES BEER (HOLDINGS) COMPANY LIMITED-HKD TRADED SHARES
SEHK:70831,"CHINA RARE EARTH RESOURCES & TECHNOLOGY CO., LTD.(A #000831)"
SEHK:78200,"SHENZHEN HAN'S CNC TECHNOLOGY CO., LTD. (A #301200)"
SEHK:72326,"ZHEJIANG YONGTAI TECHNOLOGY CO.,LTD. (A #002326)"
SEHK:00347,ANGANG STEEL COMPANY LIMITED
SEHK:77142,"WALVAX BIOTECHNOLOGY CO.,LTD. (A #300142)"
SEHK:01001,HONG KONG SHANGHAI ALLIANCE HOLDINGS LIMITED
SEHK:01340,HUISHENG INTERNATIONAL HOLDINGS LIMITED
SEHK:01335,SHEEN TAI HOLDINGS GROUP COMPANY LIMITED
SEHK:00337,GREENLAND HONG KONG HOLDINGS LIMITED
SEHK:03034,CSOP NASDAQ 100 ETF
SEHK:90489,ZHONGJIN GOLD CORPORATION LIMITED (A #600489)
SEHK:90201,"INNER MONGOLIA JINYU GROUP CO., LTD (A #600201)"
SEHK:83122,CSOP RMB MONEY MARKET ETF - RMB TRADED UNITS
SEHK:90348,"SHAN XI HUA YANG GROUP NEW ENERGY CO., LTD. (A #600348)"
SEHK:03422,GLOBAL X INNOVATIVE BLUECHIP TOP 10 ETF
SEHK:77031,"WUXI BOTON TECHNOLOGY CO.,LTD. (A #300031)"
SEHK:93517,"JUE WEI FOOD CO., LTD. (A #603517)"
SEHK:03432,CSOP MSCI HK CHINA CONNECT SELECT ETF
SEHK:02135,RAILY AESTHETIC MEDICINE INTERNATIONAL HOLDINGS LIMITED
SEHK:00869,PLAYMATES TOYS LIMITED
SEHK:72677,"ZHEJIANG MEIDA INDUSTRIAL CO.,LTD. (A #002677)"
SEHK:70729,"BEIJING YANJING BREWERY CO.,LTD (A #000729)"
SEHK:30351,"SHANGHAI MICROPORT EP MEDTECH CO., LTD. (A #688351)"
SEHK:72468,"STO EXPRESS CO.,LTD. (A #002468)"
SEHK:30567,"FARASIS ENERGY (GAN ZHOU) CO., LTD. (A #688567)"
SEHK:70581,"WEIFU HIGH-TECHNOLOGY GROUP CO.,LTD. (A #000581)"
SEHK:93355,"KINGCLEAN ELECTRIC CO.,LTD (A #603355)"
SEHK:02219,CHAOJU EYE CARE HOLDINGS LIMITED
SEHK:71914,"CHINA MERCHANTS PROPERTY OPERATION & SERVICE CO., LTD. (A #001914)"
SEHK:08606,KINETIX SYSTEMS HOLDINGS LIMITED
SEHK:91788,EVERBRIGHT SECURITIES COMPANY LIMITED (A #601788)
SEHK:90527,"JIANGSU JIANGNAN HIGH POLYMER FIBER CO.,LTD (A #600527)"
SEHK:02372,WEILI HOLDINGS LIMITED
SEHK:70536,"HUA YING TECHNOLOGY (GROUP) CO.,LTD. (A #000536)"
SEHK:01675,ASIAINFO TECHNOLOGIES LIMITED
SEHK:77081,"HENGXIN SHAMBALA CULTURE CO.,LTD. (A #300081)"
SEHK:00032,"CROSS-HARBOUR (HOLDINGS) LIMITED, THE"
SEHK:72129,"TCL ZHONGHUAN RENEWABLE ENERGY TECHNOLOGY CO.,LTD. (A #002129)"
SEHK:77134,"ANHUI TATFOOK TECHNOLOGY CO., LTD. (A #300134)"
SEHK:02199,REGINA MIRACLE INTERNATIONAL (HOLDINGS) LIMITED
SEHK:06189,GUANGDONG ADWAY CONSTRUCTION (GROUP) HOLDINGS COMPANY LIMITED
SEHK:30157,"SOKAN NEW MATERIALS GROUP CO.,LTD. (A #688157)"
SEHK:77633,SONOSCAPE MEDICAL CORP. (A #300633)
SEHK:82828,HANG SENG CHINA ENTERPRISES INDEX ETF -RMB TRADED UNITS
SEHK:93360,DALIAN BIO-CHEM COMPANY LIMITED. (A #603360)
SEHK:02451,LUYUAN GROUP HOLDING (CAYMAN) LIMITED
SEHK:09181,PREMIA ASIA INNOVATIVE TECHNOLOGY AND METAVERSE THEME ETF-USD TRADED UNITS
SEHK:70525,"NANJING RED SUN CO., LTD (A #000525)"
SEHK:08489,GRAND POWER LOGISTICS GROUP LIMITED
SEHK:72176,"JIANGXI  SPECIAL  ELECTRIC  MOTOR CO.,LTD (A #002176)"
SEHK:08367,SIMPLICITY HOLDING LIMITED
SEHK:02455,RUNHUA LIVING SERVICE GROUP HOLDINGS LIMITED
SEHK:70601,"GUANGDONG SHAONENG GROUP CO.,LTD (A #000601)"
SEHK:90114,"NBTM NEW MATERIALS GROUP CO., LTD. (A #600114)"
SEHK:77841,"CHENGDU KANGHUA BIOLOGICAL PRODUCTS CO., LTD. (A #300841)"
SEHK:70516,XI'AN INTERNATIONAL MEDICAL INVESTMENT COMPANY LIMITED (A #000516)
SEHK:00422,VIETNAM MANUFACTURING AND EXPORT PROCESSING (HOLDINGS) LIMITED
SEHK:00261,GBA HOLDINGS LIMITED
SEHK:31020,CHINAAMC CSI 500 ETF (A #512500)
SEHK:01942,MOG DIGITECH HOLDINGS LIMITED
SEHK:00178,SA SA INTERNATIONAL HOLDINGS LIMITED
SEHK:91698,"CHINA SATELLITE COMMUNICATIONS CO., LTD. (A #601698)"
SEHK:00804,PINESTONE CAPITAL LIMITED
SEHK:02285,CHERVON HOLDINGS LIMITED
SEHK:72355,"XINGMIN INTELLIGENT TRANSPORTATION SYSTEMS (GROUP) CO., LTD. (A #002355)"
SEHK:09437,BOSERA CHINA REFORM HONG KONG CENTRAL -SOES HIGH DIV YIELD IND ETF-USD COUNTER
SEHK:30691,"BRITE SEMICONDUCTOR (SHANGHAI) CO., LTD. (A #688691)"
SEHK:72062,"HONGRUN CONSTRUCTION GROUP CO.,LTD. (A #002062)"
SEHK:90955,"LIHUAYI WEIYUAN CHEMICAL CO., LTD. (A #600955)"
SEHK:93063,"SHENZHEN HOPEWIND ELECTRIC CO.,LTD. (A #603063)"
SEHK:02388,BOC HONG KONG (HOLDINGS) LIMITED -HKD TRADED SHARES
SEHK:90500,SINOCHEM INTERNATIONAL CORPORATION (A #600500)
SEHK:72621,"DALIAN MY GYM EDUCATION TECHNOLOGY CO.,LTD. (A #002621)"
SEHK:31324,TH CHINEXT ETF (A #159977)
SEHK:77359,"QTONE EDUCATION GROUP (GUANGDONG).,LTD. (A #300359)"
